customer_id,loyalty_score,purchase_count,product_id,product_category
C13,8,1,['P32'],['onions']
C16,5,3,"['P37', 'P35', 'P38']","['gummy bears', 'carrot cake', 'kombucha']"
C17,2,2,"['P17', 'P16']","[""women's black socks"", ""men's belt""]"
C22,1,3,"['P25', 'P23', 'P31']","['peppers', 'cherries', 'lemon grass']"
C25,9,2,"['P63', 'P62']","['cognac', 'gin']"
C27,10,2,"['P61', 'P62']","['red wine', 'gin']"
C29,7,3,"['P27', 'P29', 'P28']","['potatoes', 'easy peeler', 'grapes']"
C35,7,3,"['P43', 'P56', 'P59']","['mince beef', 'greek yoghurt', 'chicken stock']"
C39,2,2,"['P09', 'P09']","['toilet paper', 'toilet paper']"
C46,5,1,['P17'],"[""women's black socks""]"
C47,2,1,['P29'],['easy peeler']
C48,4,2,"['P40', 'P36']","['irn bru', 'salted caramel dark chocolate']"
C54,2,1,['P53'],['peanut butter']
C66,10,1,['P14'],"[""women's shoes""]"
C67,4,2,"['P37', 'P40']","['gummy bears', 'irn bru']"
C70,9,2,"['P49', 'P56']","['smoked salmon', 'greek yoghurt']"
C113,5,2,"['P60', 'P47']","['water', 'whole chicken']"
C126,4,2,"['P36', 'P38']","['salted caramel dark chocolate', 'kombucha']"
C127,4,2,"['P30', 'P30']","['mango', 'mango']"
C137,9,1,['P62'],['gin']
