customer_id,loyalty_score,purchase_count,product_id,product_category
C1,7,1,['P27'],['potatoes']
C6,10,2,"['P32', 'P29']","['onions', 'easy peeler']"
C7,3,2,"['P39', 'P36']","['ice cream', 'salted caramel dark chocolate']"
C13,8,1,['P48'],['tuna']
C24,6,2,"['P12', 'P10']","['ice pack', 'kitchen knife']"
C26,1,3,"['P50', 'P53', 'P47']","['camembert', 'peanut butter', 'whole chicken']"
C31,9,3,"['P29', 'P24', 'P30']","['easy peeler', 'scotch bonnets', 'mango']"
C38,7,2,"['P51', 'P54']","['pizza', 'almond milk']"
C39,2,2,"['P34', 'P32']","['raspberries', 'onions']"
C53,4,2,"['P25', 'P25']","['peppers', 'peppers']"
C57,2,1,['P60'],['water']
C68,8,1,['P15'],['jumper']
C72,5,1,['P34'],['raspberries']
C74,5,2,"['P04', 'P02']","['shower gel', 'kitchen roll']"
C85,8,1,['P45'],['hummus']
C112,3,1,['P43'],['mince beef']
C128,5,3,"['P28', 'P25', 'P22']","['grapes', 'peppers', 'avocado']"
C137,9,3,"['P12', 'P05', 'P07']","['ice pack', 'scented candles', 'cling film']"
