customer_id,loyalty_score,purchase_count,product_id,product_category
C4,5,1,P37,gummy bears
C13,8,1,P29,easy peeler
C19,6,2,P09,toilet paper
C19,6,2,P09,toilet paper
C22,1,3,P34,raspberries
C22,1,3,P33,apples
C22,1,3,P31,lemon grass
C24,6,3,P02,kitchen roll
C24,6,3,P02,kitchen roll
C24,6,3,P07,cling film
C25,9,2,P60,water
C25,9,2,P44,milk
C26,1,2,P52,oats
C26,1,2,P47,whole chicken
C29,7,3,P30,mango
C29,7,3,P27,potatoes
C29,7,3,P23,cherries
C33,5,2,P28,grapes
C33,5,2,P31,lemon grass
C35,7,2,P35,carrot cake
C35,7,2,P36,salted caramel dark chocolate
C37,9,2,P16,men's belt
C37,9,2,P15,jumper
C39,2,2,P62,gin
C39,2,2,P62,gin
C40,4,1,P28,grapes
C43,10,3,P35,carrot cake
C43,10,3,P36,salted caramel dark chocolate
C43,10,3,P39,ice cream
C46,5,1,P42,chicken
C53,4,2,P23,cherries
C53,4,2,P27,potatoes
C54,2,1,P46,activated charcoal croissant
C59,6,2,P64,cigarettes
C59,6,2,P61,red wine
C64,10,3,P05,scented candles
C64,10,3,P01,detergent
C64,10,3,P09,toilet paper
C66,10,1,P19,men's trainers
C68,8,2,P32,onions
C68,8,2,P31,lemon grass
C71,8,2,P36,salted caramel dark chocolate
C71,8,2,P36,salted caramel dark chocolate
C72,5,1,P19,men's trainers
C73,2,1,P55,lentil soup
C74,5,2,P01,detergent
C74,5,2,P07,cling film
C76,10,2,P50,camembert
C76,10,2,P60,water
C84,1,3,P44,milk
C84,1,3,P50,camembert
C84,1,3,P42,chicken
C90,3,3,P01,detergent
C90,3,3,P08,aluminium foil
C90,3,3,P04,shower gel
C94,10,2,P40,irn bru
C94,10,2,P38,kombucha
C100,8,2,P29,easy peeler
C100,8,2,P28,grapes
C104,7,1,P34,raspberries
C106,5,1,P64,cigarettes
C113,5,3,P57,parmesan
C113,5,3,P49,smoked salmon
C113,5,3,P57,parmesan
C119,7,1,P64,cigarettes
C122,10,1,P28,grapes
C125,1,1,P54,almond milk
C127,4,1,P34,raspberries
C129,7,2,P03,bin liners
C129,7,2,P10,kitchen knife
C135,2,3,P40,irn bru
C135,2,3,P39,ice cream
C135,2,3,P36,salted caramel dark chocolate
