customer_id,loyalty_score,purchase_count,product_id,product_category
C3,8,2,"['P04', 'P09']","['shower gel', 'toilet paper']"
C8,7,1,['P22'],['avocado']
C10,5,3,"['P58', 'P49', 'P46']","['coconut water', 'smoked salmon', 'activated charcoal croissant']"
C14,3,3,"['P16', 'P16', 'P15']","[""men's belt"", ""men's belt"", 'jumper']"
C16,5,2,"['P30', 'P27']","['mango', 'potatoes']"
C17,2,1,['P40'],['irn bru']
C26,1,3,"['P43', 'P41', 'P54']","['mince beef', 'steak', 'almond milk']"
C33,5,1,['P25'],['peppers']
C35,7,1,['P27'],['potatoes']
C39,2,2,"['P24', 'P23']","['scotch bonnets', 'cherries']"
C40,4,2,"['P23', 'P31']","['cherries', 'lemon grass']"
C43,10,3,"['P23', 'P23', 'P23']","['cherries', 'cherries', 'cherries']"
C48,4,3,"['P05', 'P04', 'P07']","['scented candles', 'shower gel', 'cling film']"
C59,6,1,['P60'],['water']
C78,9,3,"['P32', 'P29', 'P22']","['onions', 'easy peeler', 'avocado']"
C92,1,1,['P09'],['toilet paper']
C93,5,3,"['P42', 'P41', 'P47']","['chicken', 'steak', 'whole chicken']"
C95,7,2,"['P46', 'P47']","['activated charcoal croissant', 'whole chicken']"
C96,10,1,['P38'],['kombucha']
C99,9,1,['P57'],['parmesan']
C135,2,1,['P38'],['kombucha']
C136,10,1,['P08'],['aluminium foil']
C137,9,3,"['P11', 'P05', 'P05']","['dishwasher tablets', 'scented candles', 'scented candles']"
