customer_id,loyalty_score,purchase_count,product_id,product_category
C3,8,2,P04,shower gel
C3,8,2,P09,toilet paper
C8,7,1,P22,avocado
C10,5,3,P58,coconut water
C10,5,3,P49,smoked salmon
C10,5,3,P46,activated charcoal croissant
C14,3,3,P16,men's belt
C14,3,3,P16,men's belt
C14,3,3,P15,jumper
C16,5,2,P30,mango
C16,5,2,P27,potatoes
C17,2,1,P40,irn bru
C26,1,3,P43,mince beef
C26,1,3,P41,steak
C26,1,3,P54,almond milk
C33,5,1,P25,peppers
C35,7,1,P27,potatoes
C39,2,2,P24,scotch bonnets
C39,2,2,P23,cherries
C40,4,2,P23,cherries
C40,4,2,P31,lemon grass
C43,10,3,P23,cherries
C43,10,3,P23,cherries
C43,10,3,P23,cherries
C48,4,3,P05,scented candles
C48,4,3,P04,shower gel
C48,4,3,P07,cling film
C59,6,1,P60,water
C78,9,3,P32,onions
C78,9,3,P29,easy peeler
C78,9,3,P22,avocado
C92,1,1,P09,toilet paper
C93,5,3,P42,chicken
C93,5,3,P41,steak
C93,5,3,P47,whole chicken
C95,7,2,P46,activated charcoal croissant
C95,7,2,P47,whole chicken
C96,10,1,P38,kombucha
C99,9,1,P57,parmesan
C135,2,1,P38,kombucha
C136,10,1,P08,aluminium foil
C137,9,3,P11,dishwasher tablets
C137,9,3,P05,scented candles
C137,9,3,P05,scented candles
