customer_id,loyalty_score,purchase_count,product_id,product_category
C5,7,3,"['P34', 'P23', 'P29']","['raspberries', 'cherries', 'easy peeler']"
C6,10,3,"['P27', 'P31', 'P32']","['potatoes', 'lemon grass', 'onions']"
C14,3,1,['P15'],['jumper']
C15,6,3,"['P31', 'P24', 'P30']","['lemon grass', 'scotch bonnets', 'mango']"
C25,9,1,['P61'],['red wine']
C26,1,3,"['P48', 'P46', 'P45']","['tuna', 'activated charcoal croissant', 'hummus']"
C31,9,3,"['P33', 'P27', 'P29']","['apples', 'potatoes', 'easy peeler']"
C34,3,3,"['P33', 'P29', 'P33']","['apples', 'easy peeler', 'apples']"
C35,7,3,"['P50', 'P45', 'P46']","['camembert', 'hummus', 'activated charcoal croissant']"
C36,5,2,"['P28', 'P25']","['grapes', 'peppers']"
C37,9,3,"['P38', 'P36', 'P35']","['kombucha', 'salted caramel dark chocolate', 'carrot cake']"
C48,4,1,['P05'],['scented candles']
C55,8,3,"['P53', 'P47', 'P54']","['peanut butter', 'whole chicken', 'almond milk']"
C57,2,3,"['P11', 'P09', 'P07']","['dishwasher tablets', 'toilet paper', 'cling film']"
C60,10,3,"['P23', 'P22', 'P28']","['cherries', 'avocado', 'grapes']"
C66,10,3,"['P20', 'P16', 'P14']","[""women's blouse"", ""men's belt"", ""women's shoes""]"
C76,10,2,"['P44', 'P60']","['milk', 'water']"
C82,9,2,"['P32', 'P28']","['onions', 'grapes']"
C96,10,2,"['P38', 'P35']","['kombucha', 'carrot cake']"
C97,9,1,['P38'],['kombucha']
C101,2,1,['P03'],['bin liners']
C105,8,2,"['P64', 'P61']","['cigarettes', 'red wine']"
C106,5,2,"['P46', 'P55']","['activated charcoal croissant', 'lentil soup']"
C112,3,1,['P23'],['cherries']
C119,7,3,"['P63', 'P63', 'P63']","['cognac', 'cognac', 'cognac']"
C121,10,1,['P31'],['lemon grass']
C132,7,2,"['P24', 'P31']","['scotch bonnets', 'lemon grass']"
C133,3,1,['P14'],"[""women's shoes""]"
