customer_id,loyalty_score,purchase_count,product_id,product_category
C12,8,3,"['P25', 'P24', 'P33']","['peppers', 'scotch bonnets', 'apples']"
C15,6,2,"['P24', 'P34']","['scotch bonnets', 'raspberries']"
C19,6,2,"['P12', 'P07']","['ice pack', 'cling film']"
C23,10,1,['P14'],"[""women's shoes""]"
C25,9,2,"['P61', 'P64']","['red wine', 'cigarettes']"
C26,1,1,['P46'],['activated charcoal croissant']
C33,5,3,"['P58', 'P60', 'P46']","['coconut water', 'water', 'activated charcoal croissant']"
C35,7,3,"['P44', 'P57', 'P53']","['milk', 'parmesan', 'peanut butter']"
C44,9,2,"['P38', 'P38']","['kombucha', 'kombucha']"
C46,5,3,"['P51', 'P47', 'P51']","['pizza', 'whole chicken', 'pizza']"
C53,4,3,"['P22', 'P25', 'P30']","['avocado', 'peppers', 'mango']"
C59,6,2,"['P04', 'P06']","['shower gel', 'fabric softener']"
C68,8,3,"['P56', 'P56', 'P47']","['greek yoghurt', 'greek yoghurt', 'whole chicken']"
C69,7,3,"['P48', 'P43', 'P47']","['tuna', 'mince beef', 'whole chicken']"
C81,7,2,"['P56', 'P46']","['greek yoghurt', 'activated charcoal croissant']"
C93,5,1,['P43'],['mince beef']
C99,9,2,"['P42', 'P45']","['chicken', 'hummus']"
C100,8,1,['P28'],['grapes']
C118,7,3,"['P29', 'P28', 'P22']","['easy peeler', 'grapes', 'avocado']"
C122,10,1,['P44'],['milk']
C124,7,3,"['P40', 'P36', 'P40']","['irn bru', 'salted caramel dark chocolate', 'irn bru']"
C125,1,1,['P03'],['bin liners']
C126,4,1,['P60'],['water']
