customer_id,loyalty_score,purchase_count,product_id,product_category
C6,10,2,P34,raspberries
C6,10,2,P32,onions
C18,8,1,P15,jumper
C19,6,2,P01,detergent
C19,6,2,P03,bin liners
C22,1,3,P63,cognac
C22,1,3,P62,gin
C22,1,3,P64,cigarettes
C36,5,1,P59,chicken stock
C38,7,3,P28,grapes
C38,7,3,P24,scotch bonnets
C38,7,3,P34,raspberries
C39,2,1,P23,cherries
C40,4,2,P29,easy peeler
C40,4,2,P32,onions
C45,10,1,P27,potatoes
C54,2,1,P31,lemon grass
C65,2,2,P02,kitchen roll
C65,2,2,P01,detergent
C66,10,2,P15,jumper
C66,10,2,P14,women's shoes
C69,7,3,P42,chicken
C69,7,3,P43,mince beef
C69,7,3,P52,oats
C76,10,3,P37,gummy bears
C76,10,3,P39,ice cream
C76,10,3,P39,ice cream
C94,10,2,P36,salted caramel dark chocolate
C94,10,2,P40,irn bru
C106,5,3,P57,parmesan
C106,5,3,P57,parmesan
C106,5,3,P55,lentil soup
C113,5,1,P51,pizza
C115,1,1,P36,salted caramel dark chocolate
C119,7,1,P64,cigarettes
C127,4,1,P25,peppers
C129,7,1,P07,cling film
C130,7,2,P48,tuna
C130,7,2,P47,whole chicken
C136,10,2,P16,men's belt
C136,10,2,P20,women's blouse
C137,9,3,P10,kitchen knife
C137,9,3,P07,cling film
C137,9,3,P04,shower gel
