customer_id,loyalty_score,purchase_count,product_id,product_category
C1,7,3,P30,mango
C1,7,3,P27,potatoes
C1,7,3,P25,peppers
C9,8,1,P62,gin
C12,8,1,P32,onions
C13,8,3,P36,salted caramel dark chocolate
C13,8,3,P36,salted caramel dark chocolate
C13,8,3,P39,ice cream
C47,2,2,P24,scotch bonnets
C47,2,2,P22,avocado
C50,8,2,P36,salted caramel dark chocolate
C50,8,2,P38,kombucha
C53,4,2,P30,mango
C53,4,2,P25,peppers
C58,6,2,P15,jumper
C58,6,2,P16,men's belt
C59,6,1,P38,kombucha
C60,10,1,P25,peppers
C70,9,3,P60,water
C70,9,3,P45,hummus
C70,9,3,P57,parmesan
C76,10,2,P36,salted caramel dark chocolate
C76,10,2,P36,salted caramel dark chocolate
C86,8,3,P39,ice cream
C86,8,3,P38,kombucha
C86,8,3,P38,kombucha
C87,3,2,P46,activated charcoal croissant
C87,3,2,P56,greek yoghurt
C97,9,3,P37,gummy bears
C97,9,3,P36,salted caramel dark chocolate
C97,9,3,P40,irn bru
C105,8,3,P28,grapes
C105,8,3,P34,raspberries
C105,8,3,P25,peppers
C112,3,1,P64,cigarettes
C113,5,1,P46,activated charcoal croissant
C116,5,2,P02,kitchen roll
C116,5,2,P02,kitchen roll
C119,7,1,P61,red wine
C121,10,1,P06,fabric softener
C127,4,3,P25,peppers
C127,4,3,P30,mango
C127,4,3,P22,avocado
C134,6,2,P05,scented candles
C134,6,2,P12,ice pack
C136,10,3,P04,shower gel
C136,10,3,P03,bin liners
C136,10,3,P07,cling film
