customer_id,loyalty_score,purchase_count,product_id,product_category
C1,7,2,"['P26', 'P34']","['broccoli', 'raspberries']"
C3,8,1,['P09'],['toilet paper']
C7,3,2,"['P38', 'P38']","['kombucha', 'kombucha']"
C13,8,3,"['P40', 'P36', 'P35']","['irn bru', 'salted caramel dark chocolate', 'carrot cake']"
C22,1,3,"['P55', 'P49', 'P44']","['lentil soup', 'smoked salmon', 'milk']"
C25,9,2,"['P64', 'P64']","['cigarettes', 'cigarettes']"
C26,1,1,['P54'],['almond milk']
C28,3,3,"['P36', 'P39', 'P40']","['salted caramel dark chocolate', 'ice cream', 'irn bru']"
C32,3,2,"['P05', 'P09']","['scented candles', 'toilet paper']"
C35,7,1,['P48'],['tuna']
C47,2,2,"['P32', 'P28']","['onions', 'grapes']"
C51,3,1,['P45'],['hummus']
C65,2,2,"['P12', 'P03']","['ice pack', 'bin liners']"
C67,4,1,['P39'],['ice cream']
C73,2,1,['P29'],['easy peeler']
C76,10,2,"['P47', 'P45']","['whole chicken', 'hummus']"
C80,9,1,['P23'],['cherries']
C82,9,3,"['P33', 'P25', 'P32']","['apples', 'peppers', 'onions']"
C83,8,1,['P37'],['gummy bears']
C102,1,2,"['P22', 'P25']","['avocado', 'peppers']"
C110,3,2,"['P11', 'P01']","['dishwasher tablets', 'detergent']"
C114,3,2,"['P09', 'P10']","['toilet paper', 'kitchen knife']"
C121,10,3,"['P11', 'P05', 'P05']","['dishwasher tablets', 'scented candles', 'scented candles']"
C130,7,2,"['P44', 'P57']","['milk', 'parmesan']"
C131,4,1,['P51'],['pizza']
C135,2,1,['P39'],['ice cream']
