customer_id,loyalty_score,purchase_count,product_id,product_category
C1,7,2,P26,broccoli
C1,7,2,P34,raspberries
C3,8,1,P09,toilet paper
C7,3,2,P38,kombucha
C7,3,2,P38,kombucha
C13,8,3,P40,irn bru
C13,8,3,P36,salted caramel dark chocolate
C13,8,3,P35,carrot cake
C22,1,3,P55,lentil soup
C22,1,3,P49,smoked salmon
C22,1,3,P44,milk
C25,9,2,P64,cigarettes
C25,9,2,P64,cigarettes
C26,1,1,P54,almond milk
C28,3,3,P36,salted caramel dark chocolate
C28,3,3,P39,ice cream
C28,3,3,P40,irn bru
C32,3,2,P05,scented candles
C32,3,2,P09,toilet paper
C35,7,1,P48,tuna
C47,2,2,P32,onions
C47,2,2,P28,grapes
C51,3,1,P45,hummus
C65,2,2,P12,ice pack
C65,2,2,P03,bin liners
C67,4,1,P39,ice cream
C73,2,1,P29,easy peeler
C76,10,2,P47,whole chicken
C76,10,2,P45,hummus
C80,9,1,P23,cherries
C82,9,3,P33,apples
C82,9,3,P25,peppers
C82,9,3,P32,onions
C83,8,1,P37,gummy bears
C102,1,2,P22,avocado
C102,1,2,P25,peppers
C110,3,2,P11,dishwasher tablets
C110,3,2,P01,detergent
C114,3,2,P09,toilet paper
C114,3,2,P10,kitchen knife
C121,10,3,P11,dishwasher tablets
C121,10,3,P05,scented candles
C121,10,3,P05,scented candles
C130,7,2,P44,milk
C130,7,2,P57,parmesan
C131,4,1,P51,pizza
C135,2,1,P39,ice cream
