customer_id,loyalty_score,purchase_count,product_id,product_category
C5,7,2,P44,milk
C5,7,2,P43,mince beef
C15,6,3,P33,apples
C15,6,3,P23,cherries
C15,6,3,P33,apples
C21,5,3,P24,scotch bonnets
C21,5,3,P27,potatoes
C21,5,3,P32,onions
C22,1,3,P31,lemon grass
C22,1,3,P29,easy peeler
C22,1,3,P25,peppers
C24,6,2,P30,mango
C24,6,2,P34,raspberries
C26,1,1,P53,peanut butter
C32,3,3,P27,potatoes
C32,3,3,P27,potatoes
C32,3,3,P22,avocado
C34,3,3,P53,peanut butter
C34,3,3,P52,oats
C34,3,3,P42,chicken
C38,7,3,P06,fabric softener
C38,7,3,P05,scented candles
C38,7,3,P08,aluminium foil
C53,4,2,P31,lemon grass
C53,4,2,P29,easy peeler
C54,2,1,P42,chicken
C55,8,3,P39,ice cream
C55,8,3,P35,carrot cake
C55,8,3,P36,salted caramel dark chocolate
C69,7,2,P50,camembert
C69,7,2,P45,hummus
C75,8,3,P40,irn bru
C75,8,3,P38,kombucha
C75,8,3,P39,ice cream
C86,8,3,P36,salted caramel dark chocolate
C86,8,3,P38,kombucha
C86,8,3,P36,salted caramel dark chocolate
C87,3,2,P57,parmesan
C87,3,2,P44,milk
C96,10,1,P38,kombucha
C99,9,2,P53,peanut butter
C99,9,2,P54,almond milk
C103,7,2,P61,red wine
C103,7,2,P63,cognac
C113,5,1,P44,milk
C117,10,3,P50,camembert
C117,10,3,P52,oats
C117,10,3,P47,whole chicken
C122,10,1,P56,greek yoghurt
C123,3,3,P30,mango
C123,3,3,P25,peppers
C123,3,3,P24,scotch bonnets
C126,4,3,P58,coconut water
C126,4,3,P51,pizza
C126,4,3,P41,steak
C130,7,1,P53,peanut butter
C131,4,1,P46,activated charcoal croissant
C136,10,2,P01,detergent
C136,10,2,P01,detergent
