customer_id,loyalty_score,purchase_count,product_id,product_category
C1,7,2,"['P24', 'P24']","['scotch bonnets', 'scotch bonnets']"
C3,8,2,"['P37', 'P37']","['gummy bears', 'gummy bears']"
C6,10,2,"['P46', 'P46']","['activated charcoal croissant', 'activated charcoal croissant']"
C11,4,2,"['P42', 'P51']","['chicken', 'pizza']"
C26,1,3,"['P47', 'P56', 'P43']","['whole chicken', 'greek yoghurt', 'mince beef']"
C34,3,3,"['P24', 'P23', 'P31']","['scotch bonnets', 'cherries', 'lemon grass']"
C38,7,3,"['P27', 'P29', 'P24']","['potatoes', 'easy peeler', 'scotch bonnets']"
C48,4,3,"['P39', 'P39', 'P40']","['ice cream', 'ice cream', 'irn bru']"
C54,2,3,"['P61', 'P62', 'P63']","['red wine', 'gin', 'cognac']"
C59,6,1,['P60'],['water']
C70,9,2,"['P47', 'P41']","['whole chicken', 'steak']"
C86,8,2,"['P63', 'P63']","['cognac', 'cognac']"
C89,8,1,['P63'],['cognac']
C98,7,1,['P33'],['apples']
C103,7,1,['P64'],['cigarettes']
C109,6,3,"['P25', 'P26', 'P26']","['peppers', 'broccoli', 'broccoli']"
C111,1,2,"['P11', 'P01']","['dishwasher tablets', 'detergent']"
C116,5,1,['P45'],['hummus']
C119,7,1,['P62'],['gin']
C129,7,1,['P49'],['smoked salmon']
C135,2,2,"['P37', 'P36']","['gummy bears', 'salted caramel dark chocolate']"
C136,10,3,"['P09', 'P12', 'P11']","['toilet paper', 'ice pack', 'dishwasher tablets']"
