customer_id,loyalty_score,purchase_count,product_id,product_category
C1,7,2,P24,scotch bonnets
C1,7,2,P24,scotch bonnets
C3,8,2,P37,gummy bears
C3,8,2,P37,gummy bears
C6,10,2,P46,activated charcoal croissant
C6,10,2,P46,activated charcoal croissant
C11,4,2,P42,chicken
C11,4,2,P51,pizza
C26,1,3,P47,whole chicken
C26,1,3,P56,greek yoghurt
C26,1,3,P43,mince beef
C34,3,3,P24,scotch bonnets
C34,3,3,P23,cherries
C34,3,3,P31,lemon grass
C38,7,3,P27,potatoes
C38,7,3,P29,easy peeler
C38,7,3,P24,scotch bonnets
C48,4,3,P39,ice cream
C48,4,3,P39,ice cream
C48,4,3,P40,irn bru
C54,2,3,P61,red wine
C54,2,3,P62,gin
C54,2,3,P63,cognac
C59,6,1,P60,water
C70,9,2,P47,whole chicken
C70,9,2,P41,steak
C86,8,2,P63,cognac
C86,8,2,P63,cognac
C89,8,1,P63,cognac
C98,7,1,P33,apples
C103,7,1,P64,cigarettes
C109,6,3,P25,peppers
C109,6,3,P26,broccoli
C109,6,3,P26,broccoli
C111,1,2,P11,dishwasher tablets
C111,1,2,P01,detergent
C116,5,1,P45,hummus
C119,7,1,P62,gin
C129,7,1,P49,smoked salmon
C135,2,2,P37,gummy bears
C135,2,2,P36,salted caramel dark chocolate
C136,10,3,P09,toilet paper
C136,10,3,P12,ice pack
C136,10,3,P11,dishwasher tablets
