customer_id,loyalty_score,purchase_count,product_id,product_category
C6,10,2,P34,raspberries
C6,10,2,P33,apples
C7,3,3,P40,irn bru
C7,3,3,P35,carrot cake
C7,3,3,P40,irn bru
C9,8,2,P28,grapes
C9,8,2,P32,onions
C13,8,2,P35,carrot cake
C13,8,2,P37,gummy bears
C16,5,2,P35,carrot cake
C16,5,2,P38,kombucha
C23,10,3,P44,milk
C23,10,3,P60,water
C23,10,3,P52,oats
C30,4,3,P39,ice cream
C30,4,3,P36,salted caramel dark chocolate
C30,4,3,P37,gummy bears
C32,3,2,P42,chicken
C32,3,2,P44,milk
C33,5,1,P32,onions
C38,7,3,P04,shower gel
C38,7,3,P03,bin liners
C38,7,3,P09,toilet paper
C39,2,1,P63,cognac
C45,10,2,P32,onions
C45,10,2,P29,easy peeler
C55,8,3,P19,men's trainers
C55,8,3,P13,men's dark green trousers
C55,8,3,P17,women's black socks
C69,7,1,P52,oats
C85,8,2,P41,steak
C85,8,2,P51,pizza
C95,7,2,P59,chicken stock
C95,7,2,P58,coconut water
C98,7,1,P56,greek yoghurt
C101,2,1,P07,cling film
C112,3,1,P63,cognac
C119,7,1,P62,gin
C122,10,3,P41,steak
C122,10,3,P53,peanut butter
C122,10,3,P57,parmesan
C125,1,3,P12,ice pack
C125,1,3,P02,kitchen roll
C125,1,3,P10,kitchen knife
C129,7,3,P43,mince beef
C129,7,3,P43,mince beef
C129,7,3,P60,water
C131,4,3,P47,whole chicken
C131,4,3,P59,chicken stock
C131,4,3,P54,almond milk
C135,2,3,P35,carrot cake
C135,2,3,P38,kombucha
C135,2,3,P40,irn bru
