customer_id,loyalty_score,purchase_count,product_id,product_category
C3,8,2,P06,fabric softener
C3,8,2,P05,scented candles
C7,3,2,P50,camembert
C7,3,2,P51,pizza
C15,6,1,P31,lemon grass
C16,5,3,P62,gin
C16,5,3,P64,cigarettes
C16,5,3,P62,gin
C26,1,1,P41,steak
C35,7,2,P60,water
C35,7,2,P43,mince beef
C39,2,3,P33,apples
C39,2,3,P30,mango
C39,2,3,P28,grapes
C45,10,2,P64,cigarettes
C45,10,2,P61,red wine
C51,3,1,P50,camembert
C70,9,3,P58,coconut water
C70,9,3,P60,water
C70,9,3,P41,steak
C72,5,3,P24,scotch bonnets
C72,5,3,P24,scotch bonnets
C72,5,3,P33,apples
C73,2,3,P43,mince beef
C73,2,3,P59,chicken stock
C73,2,3,P49,smoked salmon
C76,10,2,P39,ice cream
C76,10,2,P40,irn bru
C82,9,3,P25,peppers
C82,9,3,P25,peppers
C82,9,3,P23,cherries
C91,3,1,P39,ice cream
C104,7,3,P61,red wine
C104,7,3,P64,cigarettes
C104,7,3,P64,cigarettes
C116,5,1,P12,ice pack
C118,7,2,P24,scotch bonnets
C118,7,2,P28,grapes
C119,7,3,P62,gin
C119,7,3,P63,cognac
C119,7,3,P64,cigarettes
C122,10,3,P24,scotch bonnets
C122,10,3,P23,cherries
C122,10,3,P24,scotch bonnets
C129,7,2,P45,hummus
C129,7,2,P51,pizza
C130,7,2,P43,mince beef
C130,7,2,P41,steak
C137,9,1,P04,shower gel
