customer_id,loyalty_score,purchase_count,product_id,product_category
C3,8,1,P40,irn bru
C6,10,3,P57,parmesan
C6,10,3,P41,steak
C6,10,3,P42,chicken
C10,5,1,P31,lemon grass
C12,8,2,P41,steak
C12,8,2,P57,parmesan
C13,8,3,P36,salted caramel dark chocolate
C13,8,3,P38,kombucha
C13,8,3,P35,carrot cake
C15,6,3,P32,onions
C15,6,3,P26,broccoli
C15,6,3,P31,lemon grass
C31,9,1,P57,parmesan
C36,5,3,P43,mince beef
C36,5,3,P46,activated charcoal croissant
C36,5,3,P49,smoked salmon
C41,9,2,P26,broccoli
C41,9,2,P34,raspberries
C60,10,2,P61,red wine
C60,10,2,P62,gin
C66,10,2,P13,men's dark green trousers
C66,10,2,P15,jumper
C68,8,2,P23,cherries
C68,8,2,P22,avocado
C70,9,2,P55,lentil soup
C70,9,2,P41,steak
C72,5,2,P33,apples
C72,5,2,P27,potatoes
C76,10,2,P63,cognac
C76,10,2,P64,cigarettes
C82,9,2,P23,cherries
C82,9,2,P25,peppers
C85,8,3,P44,milk
C85,8,3,P46,activated charcoal croissant
C85,8,3,P52,oats
C87,3,1,P51,pizza
C90,3,3,P05,scented candles
C90,3,3,P05,scented candles
C90,3,3,P10,kitchen knife
C92,1,2,P54,almond milk
C92,1,2,P56,greek yoghurt
C96,10,1,P39,ice cream
C97,9,3,P61,red wine
C97,9,3,P61,red wine
C97,9,3,P63,cognac
C101,2,1,P23,cherries
C102,1,1,P26,broccoli
C103,7,1,P64,cigarettes
C106,5,1,P50,camembert
C108,8,3,P37,gummy bears
C108,8,3,P39,ice cream
C108,8,3,P36,salted caramel dark chocolate
C112,3,1,P43,mince beef
C115,1,2,P38,kombucha
C115,1,2,P37,gummy bears
C119,7,2,P64,cigarettes
C119,7,2,P62,gin
C134,6,1,P37,gummy bears
C135,2,3,P37,gummy bears
C135,2,3,P35,carrot cake
C135,2,3,P39,ice cream
