customer_id,loyalty_score,purchase_count,product_id,product_category
C5,7,3,"['P31', 'P31', 'P32']","['lemon grass', 'lemon grass', 'onions']"
C8,7,2,"['P59', 'P57']","['chicken stock', 'parmesan']"
C16,5,1,['P36'],['salted caramel dark chocolate']
C26,1,3,"['P54', 'P43', 'P57']","['almond milk', 'mince beef', 'parmesan']"
C29,7,3,"['P29', 'P24', 'P30']","['easy peeler', 'scotch bonnets', 'mango']"
C38,7,1,['P45'],['hummus']
C45,10,1,['P40'],['irn bru']
C48,4,2,"['P04', 'P01']","['shower gel', 'detergent']"
C58,6,3,"['P24', 'P30', 'P26']","['scotch bonnets', 'mango', 'broccoli']"
C78,9,3,"['P27', 'P34', 'P22']","['potatoes', 'raspberries', 'avocado']"
C80,9,1,['P24'],['scotch bonnets']
C81,7,3,"['P45', 'P44', 'P60']","['hummus', 'milk', 'water']"
C100,8,1,['P27'],['potatoes']
C107,3,1,['P58'],['coconut water']
C110,3,3,"['P50', 'P43', 'P43']","['camembert', 'mince beef', 'mince beef']"
C113,5,1,['P42'],['chicken']
C117,10,2,"['P58', 'P60']","['coconut water', 'water']"
C119,7,3,"['P63', 'P61', 'P62']","['cognac', 'red wine', 'gin']"
C122,10,3,"['P29', 'P26', 'P28']","['easy peeler', 'broccoli', 'grapes']"
C125,1,2,"['P09', 'P01']","['toilet paper', 'detergent']"
C137,9,1,['P64'],['cigarettes']
