customer_id,loyalty_score,purchase_count,product_id,product_category
C1,7,1,P29,easy peeler
C7,3,2,P36,salted caramel dark chocolate
C7,3,2,P37,gummy bears
C17,2,3,P14,women's shoes
C17,2,3,P16,men's belt
C17,2,3,P16,men's belt
C22,1,3,P29,easy peeler
C22,1,3,P33,apples
C22,1,3,P29,easy peeler
C23,10,1,P15,jumper
C26,1,3,P59,chicken stock
C26,1,3,P55,lentil soup
C26,1,3,P48,tuna
C27,10,3,P17,women's black socks
C27,10,3,P21,women's red dress
C27,10,3,P13,men's dark green trousers
C32,3,3,P46,activated charcoal croissant
C32,3,3,P53,peanut butter
C32,3,3,P60,water
C33,5,3,P53,peanut butter
C33,5,3,P45,hummus
C33,5,3,P45,hummus
C36,5,1,P22,avocado
C39,2,1,P06,fabric softener
C57,2,2,P31,lemon grass
C57,2,2,P26,broccoli
C60,10,1,P63,cognac
C71,8,2,P38,kombucha
C71,8,2,P37,gummy bears
C72,5,2,P15,jumper
C72,5,2,P17,women's black socks
C73,2,2,P50,camembert
C73,2,2,P53,peanut butter
C82,9,2,P34,raspberries
C82,9,2,P31,lemon grass
C83,8,1,P40,irn bru
C93,5,3,P28,grapes
C93,5,3,P22,avocado
C93,5,3,P29,easy peeler
C98,7,2,P56,greek yoghurt
C98,7,2,P60,water
C99,9,2,P53,peanut butter
C99,9,2,P54,almond milk
C103,7,3,P63,cognac
C103,7,3,P62,gin
C103,7,3,P63,cognac
C106,5,3,P51,pizza
C106,5,3,P54,almond milk
C106,5,3,P50,camembert
C112,3,1,P40,irn bru
C113,5,3,P47,whole chicken
C113,5,3,P49,smoked salmon
C113,5,3,P41,steak
C127,4,1,P32,onions
C129,7,3,P47,whole chicken
C129,7,3,P49,smoked salmon
C129,7,3,P58,coconut water
