customer_id,loyalty_score,purchase_count,product_id,product_category
C2,4,3,P38,kombucha
C2,4,3,P37,gummy bears
C2,4,3,P37,gummy bears
C3,8,2,P26,broccoli
C3,8,2,P24,scotch bonnets
C6,10,1,P48,tuna
C10,5,2,P31,lemon grass
C10,5,2,P27,potatoes
C21,5,3,P30,mango
C21,5,3,P25,peppers
C21,5,3,P22,avocado
C22,1,3,P27,potatoes
C22,1,3,P26,broccoli
C22,1,3,P31,lemon grass
C23,10,1,P52,oats
C35,7,2,P22,avocado
C35,7,2,P29,easy peeler
C40,4,2,P24,scotch bonnets
C40,4,2,P32,onions
C41,9,3,P49,smoked salmon
C41,9,3,P50,camembert
C41,9,3,P57,parmesan
C43,10,1,P26,broccoli
C48,4,3,P38,kombucha
C48,4,3,P36,salted caramel dark chocolate
C48,4,3,P37,gummy bears
C59,6,2,P35,carrot cake
C59,6,2,P40,irn bru
C60,10,3,P28,grapes
C60,10,3,P23,cherries
C60,10,3,P30,mango
C72,5,1,P34,raspberries
C87,3,3,P41,steak
C87,3,3,P56,greek yoghurt
C87,3,3,P53,peanut butter
C99,9,1,P49,smoked salmon
C119,7,3,P62,gin
C119,7,3,P61,red wine
C119,7,3,P63,cognac
C125,1,2,P12,ice pack
C125,1,2,P12,ice pack
C127,4,2,P28,grapes
C127,4,2,P24,scotch bonnets
