customer_id,loyalty_score,purchase_count,product_id,product_category
C6,10,3,"['P54', 'P55', 'P50']","['almond milk', 'lentil soup', 'camembert']"
C16,5,3,"['P39', 'P35', 'P37']","['ice cream', 'carrot cake', 'gummy bears']"
C19,6,1,['P07'],['cling film']
C21,5,3,"['P46', 'P41', 'P53']","['activated charcoal croissant', 'steak', 'peanut butter']"
C23,10,1,['P45'],['hummus']
C29,7,3,"['P23', 'P29', 'P32']","['cherries', 'easy peeler', 'onions']"
C32,3,3,"['P50', 'P46', 'P56']","['camembert', 'activated charcoal croissant', 'greek yoghurt']"
C39,2,3,"['P31', 'P30', 'P33']","['lemon grass', 'mango', 'apples']"
C48,4,3,"['P31', 'P32', 'P32']","['lemon grass', 'onions', 'onions']"
C54,2,2,"['P40', 'P36']","['irn bru', 'salted caramel dark chocolate']"
C62,6,1,['P52'],['oats']
C64,10,3,"['P02', 'P08', 'P06']","['kitchen roll', 'aluminium foil', 'fabric softener']"
C70,9,1,['P49'],['smoked salmon']
C74,5,3,"['P01', 'P06', 'P04']","['detergent', 'fabric softener', 'shower gel']"
C78,9,1,['P36'],['salted caramel dark chocolate']
C81,7,1,['P10'],['kitchen knife']
C83,8,1,['P35'],['carrot cake']
C86,8,1,['P27'],['potatoes']
C87,3,3,"['P53', 'P43', 'P49']","['peanut butter', 'mince beef', 'smoked salmon']"
C91,3,2,"['P24', 'P29']","['scotch bonnets', 'easy peeler']"
C95,7,1,['P04'],['shower gel']
C99,9,3,"['P48', 'P42', 'P45']","['tuna', 'chicken', 'hummus']"
C112,3,3,"['P31', 'P24', 'P24']","['lemon grass', 'scotch bonnets', 'scotch bonnets']"
C113,5,1,['P48'],['tuna']
C116,5,3,"['P06', 'P01', 'P11']","['fabric softener', 'detergent', 'dishwasher tablets']"
C122,10,1,['P30'],['mango']
C126,4,1,['P40'],['irn bru']
C127,4,1,['P34'],['raspberries']
C128,5,3,"['P31', 'P31', 'P30']","['lemon grass', 'lemon grass', 'mango']"
C131,4,1,['P47'],['whole chicken']
C137,9,3,"['P50', 'P59', 'P52']","['camembert', 'chicken stock', 'oats']"
