customer_id,loyalty_score,purchase_count,product_id,product_category
C2,4,3,P36,salted caramel dark chocolate
C2,4,3,P39,ice cream
C2,4,3,P40,irn bru
C6,10,2,P31,lemon grass
C6,10,2,P33,apples
C9,8,3,P42,chicken
C9,8,3,P54,almond milk
C9,8,3,P57,parmesan
C25,9,1,P63,cognac
C29,7,2,P28,grapes
C29,7,2,P23,cherries
C32,3,2,P61,red wine
C32,3,2,P61,red wine
C36,5,1,P34,raspberries
C41,9,3,P63,cognac
C41,9,3,P62,gin
C41,9,3,P64,cigarettes
C42,2,2,P09,toilet paper
C42,2,2,P12,ice pack
C43,10,2,P45,hummus
C43,10,2,P57,parmesan
C46,5,3,P52,oats
C46,5,3,P53,peanut butter
C46,5,3,P56,greek yoghurt
C51,3,1,P53,peanut butter
C60,10,1,P23,cherries
C66,10,2,P17,women's black socks
C66,10,2,P18,men's striped socks
C78,9,2,P24,scotch bonnets
C78,9,2,P33,apples
C83,8,1,P35,carrot cake
C84,1,1,P38,kombucha
C87,3,3,P49,smoked salmon
C87,3,3,P57,parmesan
C87,3,3,P44,milk
C90,3,3,P01,detergent
C90,3,3,P06,fabric softener
C90,3,3,P09,toilet paper
C98,7,3,P31,lemon grass
C98,7,3,P24,scotch bonnets
C98,7,3,P27,potatoes
C106,5,3,P48,tuna
C106,5,3,P41,steak
C106,5,3,P53,peanut butter
C107,3,1,P17,women's black socks
C109,6,2,P36,salted caramel dark chocolate
C109,6,2,P38,kombucha
C128,5,1,P27,potatoes
