customer_id,loyalty_score,purchase_count,product_id,product_category
C1,7,2,P33,apples
C1,7,2,P22,avocado
C6,10,3,P23,cherries
C6,10,3,P22,avocado
C6,10,3,P24,scotch bonnets
C19,6,2,P07,cling film
C19,6,2,P09,toilet paper
C21,5,3,P24,scotch bonnets
C21,5,3,P30,mango
C21,5,3,P23,cherries
C29,7,1,P22,avocado
C31,9,3,P49,smoked salmon
C31,9,3,P51,pizza
C31,9,3,P41,steak
C32,3,3,P57,parmesan
C32,3,3,P60,water
C32,3,3,P42,chicken
C34,3,3,P49,smoked salmon
C34,3,3,P47,whole chicken
C34,3,3,P55,lentil soup
C38,7,3,P09,toilet paper
C38,7,3,P10,kitchen knife
C38,7,3,P11,dishwasher tablets
C44,9,2,P38,kombucha
C44,9,2,P36,salted caramel dark chocolate
C55,8,2,P59,chicken stock
C55,8,2,P60,water
C59,6,3,P01,detergent
C59,6,3,P11,dishwasher tablets
C59,6,3,P03,bin liners
C65,2,3,P02,kitchen roll
C65,2,3,P03,bin liners
C65,2,3,P03,bin liners
C66,10,3,P17,women's black socks
C66,10,3,P19,men's trainers
C66,10,3,P16,men's belt
C68,8,3,P33,apples
C68,8,3,P33,apples
C68,8,3,P25,peppers
C90,3,1,P35,carrot cake
C92,1,3,P54,almond milk
C92,1,3,P44,milk
C92,1,3,P52,oats
C93,5,1,P57,parmesan
C116,5,2,P59,chicken stock
C116,5,2,P58,coconut water
C117,10,1,P38,kombucha
C119,7,2,P61,red wine
C119,7,2,P64,cigarettes
C125,1,1,P01,detergent
C127,4,2,P27,potatoes
C127,4,2,P31,lemon grass
C137,9,1,P01,detergent
