customer_id,loyalty_score,purchase_count,product_id,product_category
C4,5,3,"['P35', 'P40', 'P38']","['carrot cake', 'irn bru', 'kombucha']"
C12,8,2,"['P22', 'P25']","['avocado', 'peppers']"
C19,6,2,"['P03', 'P07']","['bin liners', 'cling film']"
C21,5,2,"['P59', 'P58']","['chicken stock', 'coconut water']"
C30,4,2,"['P12', 'P01']","['ice pack', 'detergent']"
C31,9,3,"['P31', 'P24', 'P31']","['lemon grass', 'scotch bonnets', 'lemon grass']"
C40,4,3,"['P34', 'P28', 'P22']","['raspberries', 'grapes', 'avocado']"
C45,10,1,['P25'],['peppers']
C47,2,3,"['P22', 'P33', 'P32']","['avocado', 'apples', 'onions']"
C48,4,3,"['P25', 'P29', 'P27']","['peppers', 'easy peeler', 'potatoes']"
C70,9,2,"['P55', 'P48']","['lentil soup', 'tuna']"
C72,5,3,"['P18', 'P19', 'P21']","[""men's striped socks"", ""men's trainers"", ""women's red dress""]"
C78,9,3,"['P36', 'P40', 'P37']","['salted caramel dark chocolate', 'irn bru', 'gummy bears']"
C82,9,2,"['P38', 'P39']","['kombucha', 'ice cream']"
C95,7,2,"['P47', 'P57']","['whole chicken', 'parmesan']"
C97,9,3,"['P28', 'P33', 'P31']","['grapes', 'apples', 'lemon grass']"
C119,7,3,"['P62', 'P61', 'P64']","['gin', 'red wine', 'cigarettes']"
C125,1,2,"['P12', 'P01']","['ice pack', 'detergent']"
C135,2,3,"['P40', 'P37', 'P40']","['irn bru', 'gummy bears', 'irn bru']"
