customer_id,loyalty_score,purchase_count,product_id,product_category
C9,8,3,"['P63', 'P62', 'P62']","['cognac', 'gin', 'gin']"
C25,9,2,"['P43', 'P47']","['mince beef', 'whole chicken']"
C29,7,3,"['P24', 'P30', 'P27']","['scotch bonnets', 'mango', 'potatoes']"
C30,4,1,['P55'],['lentil soup']
C31,9,2,"['P51', 'P49']","['pizza', 'smoked salmon']"
C32,3,1,['P61'],['red wine']
C39,2,2,"['P06', 'P06']","['fabric softener', 'fabric softener']"
C51,3,1,['P49'],['smoked salmon']
C62,6,2,"['P47', 'P59']","['whole chicken', 'chicken stock']"
C63,2,3,"['P22', 'P29', 'P24']","['avocado', 'easy peeler', 'scotch bonnets']"
C69,7,2,"['P55', 'P49']","['lentil soup', 'smoked salmon']"
C75,8,2,"['P36', 'P37']","['salted caramel dark chocolate', 'gummy bears']"
C77,9,2,"['P47', 'P59']","['whole chicken', 'chicken stock']"
C90,3,1,['P21'],"[""women's red dress""]"
C96,10,2,"['P40', 'P38']","['irn bru', 'kombucha']"
C97,9,1,['P63'],['cognac']
C98,7,3,"['P29', 'P29', 'P30']","['easy peeler', 'easy peeler', 'mango']"
C100,8,1,['P28'],['grapes']
C106,5,2,"['P44', 'P52']","['milk', 'oats']"
C120,9,2,"['P02', 'P06']","['kitchen roll', 'fabric softener']"
