customer_id,loyalty_score,purchase_count,product_id,product_category
C1,7,3,P31,lemon grass
C1,7,3,P26,broccoli
C1,7,3,P23,cherries
C11,4,2,P44,milk
C11,4,2,P58,coconut water
C13,8,1,P24,scotch bonnets
C14,3,3,P17,women's black socks
C14,3,3,P14,women's shoes
C14,3,3,P21,women's red dress
C15,6,2,P24,scotch bonnets
C15,6,2,P33,apples
C20,2,1,P34,raspberries
C22,1,2,P30,mango
C22,1,2,P27,potatoes
C25,9,1,P63,cognac
C26,1,1,P43,mince beef
C32,3,2,P11,dishwasher tablets
C32,3,2,P06,fabric softener
C33,5,3,P29,easy peeler
C33,5,3,P27,potatoes
C33,5,3,P24,scotch bonnets
C41,9,1,P40,irn bru
C45,10,2,P39,ice cream
C45,10,2,P35,carrot cake
C47,2,3,P29,easy peeler
C47,2,3,P29,easy peeler
C47,2,3,P22,avocado
C57,2,1,P28,grapes
C60,10,3,P25,peppers
C60,10,3,P30,mango
C60,10,3,P23,cherries
C61,4,1,P39,ice cream
C62,6,3,P53,peanut butter
C62,6,3,P49,smoked salmon
C62,6,3,P52,oats
C63,2,2,P33,apples
C63,2,2,P24,scotch bonnets
C67,4,1,P37,gummy bears
C85,8,1,P22,avocado
C104,7,1,P35,carrot cake
C113,5,1,P50,camembert
C115,1,1,P35,carrot cake
C122,10,1,P25,peppers
C125,1,2,P56,greek yoghurt
C125,1,2,P45,hummus
C129,7,3,P57,parmesan
C129,7,3,P56,greek yoghurt
C129,7,3,P60,water
C130,7,3,P43,mince beef
C130,7,3,P55,lentil soup
C130,7,3,P41,steak
C131,4,3,P36,salted caramel dark chocolate
C131,4,3,P35,carrot cake
C131,4,3,P36,salted caramel dark chocolate
C136,10,1,P14,women's shoes
