customer_id,loyalty_score,purchase_count,product_id,product_category
C10,5,3,P29,easy peeler
C10,5,3,P28,grapes
C10,5,3,P31,lemon grass
C11,4,3,P28,grapes
C11,4,3,P23,cherries
C11,4,3,P32,onions
C15,6,2,P29,easy peeler
C15,6,2,P26,broccoli
C16,5,2,P21,women's red dress
C16,5,2,P17,women's black socks
C19,6,3,P01,detergent
C19,6,3,P04,shower gel
C19,6,3,P03,bin liners
C20,2,3,P36,salted caramel dark chocolate
C20,2,3,P38,kombucha
C20,2,3,P35,carrot cake
C22,1,1,P33,apples
C30,4,3,P48,tuna
C30,4,3,P50,camembert
C30,4,3,P60,water
C41,9,1,P46,activated charcoal croissant
C44,9,2,P36,salted caramel dark chocolate
C44,9,2,P37,gummy bears
C48,4,3,P08,aluminium foil
C48,4,3,P04,shower gel
C48,4,3,P09,toilet paper
C49,7,2,P39,ice cream
C49,7,2,P40,irn bru
C50,8,2,P60,water
C50,8,2,P54,almond milk
C56,4,3,P42,chicken
C56,4,3,P50,camembert
C56,4,3,P55,lentil soup
C61,4,3,P37,gummy bears
C61,4,3,P38,kombucha
C61,4,3,P35,carrot cake
C62,6,1,P58,coconut water
C76,10,3,P64,cigarettes
C76,10,3,P62,gin
C76,10,3,P62,gin
C77,9,1,P56,greek yoghurt
C79,1,1,P37,gummy bears
C102,1,1,P63,cognac
C116,5,2,P07,cling film
C116,5,2,P09,toilet paper
C122,10,3,P48,tuna
C122,10,3,P46,activated charcoal croissant
C122,10,3,P58,coconut water
C131,4,2,P44,milk
C131,4,2,P56,greek yoghurt
