customer_id,loyalty_score,purchase_count,product_id,product_category
C8,7,2,"['P62', 'P62']","['gin', 'gin']"
C12,8,2,"['P43', 'P54']","['mince beef', 'almond milk']"
C28,3,1,['P40'],['irn bru']
C46,5,1,['P58'],['coconut water']
C47,2,1,['P28'],['grapes']
C50,8,3,"['P62', 'P63', 'P62']","['gin', 'cognac', 'gin']"
C54,2,1,['P57'],['parmesan']
C55,8,3,"['P18', 'P13', 'P17']","[""men's striped socks"", ""men's dark green trousers"", ""women's black socks""]"
C65,2,3,"['P04', 'P06', 'P07']","['shower gel', 'fabric softener', 'cling film']"
C70,9,1,['P47'],['whole chicken']
C74,5,1,['P08'],['aluminium foil']
C75,8,1,['P62'],['gin']
C78,9,3,"['P27', 'P32', 'P26']","['potatoes', 'onions', 'broccoli']"
C82,9,1,['P39'],['ice cream']
C90,3,1,['P04'],['shower gel']
C98,7,2,"['P38', 'P40']","['kombucha', 'irn bru']"
C122,10,1,['P29'],['easy peeler']
C125,1,1,['P05'],['scented candles']
C126,4,1,['P39'],['ice cream']
C129,7,1,['P58'],['coconut water']
