customer_id,loyalty_score,purchase_count,product_id,product_category
C3,8,2,P38,kombucha
C3,8,2,P37,gummy bears
C6,10,1,P33,apples
C12,8,1,P26,broccoli
C15,6,2,P28,grapes
C15,6,2,P24,scotch bonnets
C18,8,2,P13,men's dark green trousers
C18,8,2,P15,jumper
C22,1,2,P49,smoked salmon
C22,1,2,P45,hummus
C24,6,1,P30,mango
C26,1,3,P53,peanut butter
C26,1,3,P54,almond milk
C26,1,3,P59,chicken stock
C27,10,2,P14,women's shoes
C27,10,2,P14,women's shoes
C28,3,1,P37,gummy bears
C46,5,2,P59,chicken stock
C46,5,2,P60,water
C53,4,2,P25,peppers
C53,4,2,P32,onions
C70,9,1,P54,almond milk
C72,5,1,P13,men's dark green trousers
C85,8,1,P27,potatoes
C88,1,2,P56,greek yoghurt
C88,1,2,P42,chicken
C90,3,3,P17,women's black socks
C90,3,3,P18,men's striped socks
C90,3,3,P13,men's dark green trousers
C97,9,3,P27,potatoes
C97,9,3,P30,mango
C97,9,3,P28,grapes
C101,2,3,P31,lemon grass
C101,2,3,P29,easy peeler
C101,2,3,P32,onions
C113,5,2,P48,tuna
C113,5,2,P44,milk
C120,9,2,P57,parmesan
C120,9,2,P42,chicken
C126,4,2,P58,coconut water
C126,4,2,P55,lentil soup
C131,4,2,P44,milk
C131,4,2,P46,activated charcoal croissant
C136,10,2,P15,jumper
C136,10,2,P14,women's shoes
