customer_id,loyalty_score,purchase_count,product_id,product_category
C1,7,2,"['P29', 'P29']","['easy peeler', 'easy peeler']"
C3,8,3,"['P03', 'P01', 'P07']","['bin liners', 'detergent', 'cling film']"
C22,1,2,"['P59', 'P60']","['chicken stock', 'water']"
C30,4,2,"['P60', 'P51']","['water', 'pizza']"
C38,7,3,"['P11', 'P12', 'P10']","['dishwasher tablets', 'ice pack', 'kitchen knife']"
C42,2,1,['P45'],['hummus']
C48,4,1,['P38'],['kombucha']
C58,6,1,['P33'],['apples']
C66,10,2,"['P17', 'P16']","[""women's black socks"", ""men's belt""]"
C74,5,1,['P04'],['shower gel']
C75,8,3,"['P05', 'P06', 'P06']","['scented candles', 'fabric softener', 'fabric softener']"
C77,9,1,['P47'],['whole chicken']
C82,9,3,"['P29', 'P32', 'P32']","['easy peeler', 'onions', 'onions']"
C89,8,1,['P10'],['kitchen knife']
C92,1,1,['P53'],['peanut butter']
C101,2,2,"['P11', 'P07']","['dishwasher tablets', 'cling film']"
C103,7,2,"['P61', 'P62']","['red wine', 'gin']"
C111,1,1,['P35'],['carrot cake']
C117,10,3,"['P43', 'P60', 'P50']","['mince beef', 'water', 'camembert']"
C120,9,1,['P07'],['cling film']
C125,1,3,"['P03', 'P12', 'P06']","['bin liners', 'ice pack', 'fabric softener']"
C126,4,1,['P36'],['salted caramel dark chocolate']
C132,7,2,"['P26', 'P29']","['broccoli', 'easy peeler']"
C134,6,2,"['P36', 'P38']","['salted caramel dark chocolate', 'kombucha']"
C136,10,1,['P07'],['cling film']
